
English,Chinese Meanings,pos,word_with_pos,check_status,suggested_zh,notes
membership,會員身分；全體會員；會籍,n.,membership (n.),OK,,
memo,備忘錄(=memordum)記入的；小心翼翼的的,adj.,memo (adj.),Possible error,備忘錄(=)記入的；小心翼翼的的,English letters present in Chinese meaning
memorable,難忘的,adj.,memorable (adj.),OK,,
memorize,熟記,v.,memorize (v.),OK,,
mend,修補；改善好轉；痊癒,n.,mend (n.),OK,,
mental,精神的；心理的,adj.,mental (adj.),OK,,
mention,提到；說起提到；說起；提起,n.,mention (n.),OK,,
mentor,導師,n.,mentor (n.),OK,,
menu,菜單；功能選單,n.,menu (n.),OK,,
merchandise,商品；,v.,merchandise (v.),OK,,
merchant,商人,n.,merchant (n.),OK,,
merge,合併；融合,n.,merge (n.),OK,,
merger,（公司等的）表示…的意思,n.,merger (n.),OK,,
merit,優點,n.,merit (n.),OK,,
message,信息；信息；消息,n.,message (n.),OK,,
messenger,送信人；,n.,messenger (n.),OK,,
messy,麻煩的,adj.,messy (adj.),OK,,
metal,金屬,adj.,metal (adj.),OK,,
method,方法；手段；方法；辦法,n.,method (n.),OK,,
meticulous,過分精細,adj.,meticulous (adj.),OK,,
metropolitan,大都市地,adv.,metropolitan (adv.),OK,,
microphone,麥克風,n.,microphone (n.),OK,,
microwave oven,微波爐,phr.,microwave oven (phr.),OK,,
mid-range,中等的；平均的,phr.,mid-range (phr.),OK,,
midday,正午；中午,n.,midday (n.),OK,,
midmorning,上午之中段時間,v.,midmorning (v.),OK,,
mild,溫和的；溫柔的,adj.,mild (adj.),OK,,
mildly,溫和地；溫柔,adv.,mildly (adv.),OK,,
millennium,千年期,n.,millennium (n.),OK,,
mine,我的,adj.,mine (adj.),OK,,
minimum,最低限度的；最小量；最小數最小的；最少的,adj.,minimum (adj.),OK,,
minority,少數；少數派,n.,minority (n.),OK,,
minute,分鐘；一會兒記錄下來,n.,minute (n.),OK,,
minutely,每分鐘的；持續的地,adj.,minutely (adj.),OK,,
mirror,鏡子；反映,n.,mirror (n.),OK,,
miserable,悲慘；痛苦的；不傳教團派遣；傳教,adj.,miserable (adj.),OK,,
miserably,痛苦地；,adv.,miserably (adv.),OK,,
misery,苦難,n.,misery (n.),OK,,
misfortune,不幸,n.,misfortune (n.),OK,,
miss out,錯過,phr.,miss out (phr.),OK,,
missing,遺失的；缺損的,adj.,missing (adj.),OK,,
mission,使命；任務；,n.,mission (n.),OK,,
mistake,弄錯；誤解；缺失；誤會,n.,mistake (n.),OK,,
mistaken,弄錯的；誤,adj.,mistaken (adj.),OK,,
mistreat,虐待,n.,mistreat (n.),OK,,
mistreatment,虐待,n.,mistreatment (n.),OK,,
misunderstand,誤會；2011.,n.,misunderstand (n.),OK,,
misunderstanding,誤會；曲解,v.,misunderstanding (v.),OK,,
mitigate,使緩和；減輕,v.,mitigate (v.),OK,,
mix,混合；攪拌,n.,mix (n.),OK,,
mixture,混合物,n.,mixture (n.),OK,,
mobile,移動,n.,mobile (n.),OK,,
mobilize,動員；調動,v.,mobilize (v.),OK,,
model,模型；典範；模特兒,n.,model (n.),OK,,
moderately,適度地；有節制地起動的；推動的激起,adj.,moderately (adj.),OK,,
modest,謙虛的；審慎的,adj.,modest (adj.),OK,,
moist,潮濕,n.,moist (n.),OK,,
momentum,氣勢；衝,n.,momentum (n.),OK,,
monetize,定為貨幣力,v.,monetize (v.),OK,,
money,錢；貨幣,n.,money (n.),OK,,
monitor,監測；監視器；顯示器；螢幕,n.,monitor (n.),OK,,
monthly,每月一次,adv.,monthly (adv.),OK,,
mood,心境；情緒；氣氛,n.,mood (n.),OK,,
moral,道德；道德的道德；品行,adj.,moral (adj.),OK,,
more,更加；更多,n.,more (n.),OK,,
moreover,而且,n.,moreover (n.),OK,,
mortgag,抵押抵押,n.,mortgag (n.),OK,,
mostly,多半,adv.,mostly (adv.),OK,,
motivate,刺激；刺激；激發,v.,motivate (v.),OK,,
motivation,刺激；推錯誤；過失,n.,motivation (n.),OK,,
motive,動機；主旨動曲解,adj.,motive (adj.),OK,,
move,移動；推動,n.,move (n.),OK,,
movement,運動；活動；行動,n.,movement (n.),OK,,
movie,電影,n.,movie (n.),OK,,
much,～得多,n.,much (n.),OK,,
mul,深思熟慮亂糟糟；混亂,n.,mul (n.),OK,,
muscle,肌肉,n.,muscle (n.),OK,,
musical,音樂,adj.,musical (adj.),OK,,
myriad,無數；大量無數的；大量的N,adj.,myriad (adj.),Possible error,無數；大量無數的；大量的,English letters present in Chinese meaning
n address,住址；地址向……致詞；向……發表演說行為；行動,phr.,n address (phr.),OK,,
n convenience,便利；方便,phr.,n convenience (phr.),OK,,
n delicacy,精美；佳餚,phr.,n delicacy (phr.),OK,,
n entire,全部的；整個的,phr.,n entire (phr.),OK,,
n publisher,出版社獎勵的,phr.,n publisher (phr.),OK,,
n satisfaction,滿意；滿,phr.,n satisfaction (phr.),OK,,
nag,嘮叨；責罵不休好嘮叨的人,n.,nag (n.),OK,,
nail,釘子；指甲釘牢；使固定,n.,nail (n.),OK,,
naive,天真的；幼稚的,adj.,naive (adj.),OK,,
nal,最後的；最終的ﬁ,adj.,nal (adj.),OK,,
nalize,完成；結束,v.,nalize (v.),OK,,
name,名字；姓名,n.,name (n.),OK,,
namely,即；那就是,adv.,namely (adv.),OK,,
nance,財政；金融,n.,nance (n.),OK,,
narrate,敘述；作旁白,v.,narrate (v.),OK,,
narration,敘述；講述,n.,narration (n.),OK,,
narrator,敘述者；講述,n.,narrator (n.),OK,,
narrow,狹的；狹窄的,adj.,narrow (adj.),OK,,
narrow down,縮小範圍,phr.,narrow down (phr.),OK,,
narrowly,狹窄地；勉,adv.,narrowly (adv.),OK,,
nation,全國；民族；國民；國家,n.,nation (n.),OK,,
national,全國性的；國,adj.,national (adj.),OK,,
nationality,國籍,n.,nationality (n.),OK,,
nationwide,全國性的,adj.,nationwide (adj.),OK,,
native,天生的；本國的；本地人,adj.,native (adj.),OK,,
natural,正常的；自然的；不做,adj.,natural (adj.),OK,,
naturally,自然地；天然地,adv.,naturally (adv.),OK,,
nature,自然,n.,nature (n.),OK,,
near,接近,n.,near (n.),OK,,
nearby,附近的附近的,adj.,nearby (adj.),OK,,
nearly,幾乎；將近,adv.,nearly (adv.),OK,,
necessarily,一定地；必定；必然地,adv.,necessarily (adv.),OK,,
necessary,必要的，必需的,adj.,necessary (adj.),OK,,
necessity,需要；必要性,n.,necessity (n.),OK,,
neck,頸部,n.,neck (n.),OK,,
need,需求；需要；必要需要者,v.,need (v.),OK,,
neglect,忽視；忽略忽視；忽略變窄；收縮,n.,neglect (n.),OK,,
neglectful,疏忽的；不注意的強地,adj.,neglectful (adj.),OK,,
negligence,疏忽；粗心國民；國人,n.,negligence (n.),OK,,
negotiable,可協商的,adj.,negotiable (adj.),OK,,
negotiate,協商；交涉；談判,v.,negotiate (v.),OK,,
negotiator,磋商者；交,n.,negotiator (n.),OK,,
neighborhood,鄰里,n.,neighborhood (n.),OK,,
nervous,焦慮的；緊張的,adj.,nervous (adj.),OK,,
network,網絡,n.,network (n.),OK,,
nevertheless,仍然；不過本地人；還是,adj.,nevertheless (adj.),OK,,
news,新聞；消息,n.,news (n.),OK,,
newsletter,報紙,n.,newsletter (n.),OK,,
newspaper,報紙,n.,newspaper (n.),OK,,
next,隔壁的；下次的,adj.,next (adj.),OK,,
nexus,連結；連鎖,n.,nexus (n.),OK,,
nightmare,夢魘,n.,nightmare (n.),OK,,
nish,結束；完結,adj.,nish (adj.),OK,,
nite,不確定的；自主的；明確的；確切；有限的；無限的,adj.,nite (adj.),OK,,
nity,無限,n.,nity (n.),OK,,
noble,高貴,n.,noble (n.),OK,,
noisy,嘈雜的,adj.,noisy (adj.),OK,,
nominate,提名；任命,v.,nominate (v.),OK,,
nomination,提名；任,n.,nomination (n.),OK,,
nominee,被提名人,n.,nominee (n.),OK,,
normal,正常,adj.,normal (adj.),OK,,
note,筆記；記錄注,n.,note (n.),OK,,
notebook,筆記本,n.,notebook (n.),OK,,
nothing,沒事,v.,nothing (v.),OK,,
notice,感覺到；注意到；注意；留意,n.,notice (n.),OK,,
nourishing,滋補,v.,nourishing (v.),OK,,
novel,小說,n.,novel (n.),OK,,
novelty,新穎；新奇,n.,novelty (n.),OK,,
,無效的；無價值的,adj.,nan (adj.),OK,,
number,號碼,n.,number (n.),OK,,
numerous,大量,adj.,numerous (adj.),OK,,
nurse,護士,n.,nurse (n.),OK,,
nursing,看護；護理,v.,nursing (v.),OK,,
nurture,養育；教養養育；培育,n.,nurture (n.),OK,,
nutrient,營養的；滋養的營養物,adj.,nutrient (adj.),OK,,
nutrition,營養；滋養住,n.,nutrition (n.),OK,,
object,物體,n.,object (n.),OK,,
objection,反對；異議,n.,objection (n.),OK,,
objective,客觀的；如實的；目標,adj.,objective (adj.),OK,,
obligation,義務；責任,n.,obligation (n.),OK,,
obligatory,義不容辭,n.,obligatory (n.),OK,,
observe,查看；觀察；注意,n.,observe (n.),OK,,
obsolete,廢棄的；淘,adj.,obsolete (adj.),OK,,
obstacle,障礙,n.,obstacle (n.),OK,,
obtain,得到；獲得；獲得,n.,obtain (n.),OK,,
obvious,明顯；明顯的,adj.,obvious (adj.),OK,,
obviously,明顯地,adv.,obviously (adv.),OK,,
occasion,場合；場合；狀況,n.,occasion (n.),OK,,
occupancy,佔有；入,n.,occupancy (n.),OK,,
occupation,工作，職；職業,n.,occupation (n.),OK,,
occupied,佔用的；在使用的,adj.,occupied (adj.),OK,,
occur,發生；出現,n.,occur (n.),OK,,
occurrence,發生；出現,n.,occurrence (n.),OK,,
odd,奇怪,n.,odd (n.),OK,,
offence,罪過；犯法(=offese),n.,offence (n.),Possible error,罪過；犯法(=),English letters present in Chinese meaning
offender,違法者；犯規的人反對,n.,offender (n.),OK,,
offense,罪過；犯法,n.,offense (n.),OK,,
offensive,冒犯的；唐,adj.,offensive (adj.),OK,,
offer,提供；提出,n.,offer (n.),OK,,
offering,奉獻,v.,offering (v.),OK,,
office,辦公室,n.,office (n.),OK,,
offset,補償；抵銷補,n.,offset (n.),OK,,
often,經常,v.,often (v.),OK,,
omission,遺漏；省略,n.,omission (n.),OK,,
omit,遺漏；省略,n.,omit (n.),OK,,
on time,準時,phr.,on time (phr.),OK,,
on top of that,最重要的是,phr.,on top of that (phr.),OK,,
once,一次,n.,once (n.),OK,,
online,連線的,adj.,online (adj.),OK,,
oom-out,用變焦距鏡頭使景物縮小,phr.,oom-out (phr.),OK,,
open market,公開市場,phr.,open market (phr.),OK,,
opera,歌劇,n.,opera (n.),OK,,
operate,營業；運轉,v.,operate (v.),OK,,
operation,作業；手術；行動；運作；營業；運轉,n.,operation (n.),OK,,
operational,操作上的；經營上的,adj.,operational (adj.),OK,,
operator,操作者,n.,operator (n.),OK,,
opinion,意見；意見；評論,n.,opinion (n.),OK,,
opportune,恰好的；適宜的,adj.,opportune (adj.),OK,,
opportunity,機會；機會；時機,n.,opportunity (n.),OK,,
opposite,相反的；對立的在對面在……對面,adj.,opposite (adj.),OK,,
option,選擇；選項；選擇,n.,option (n.),OK,,
order,訂購；秩序；順序；狀況；命令命令；指揮的,adj.,order (adj.),OK,,
ordinarily,通常地；慣常地,adv.,ordinarily (adv.),OK,,
ordinary,平凡的；通常的,adj.,ordinary (adj.),OK,,
organically,有機,adv.,organically (adv.),OK,,
organization,機構；團體,n.,organization (n.),OK,,
organize,組織；安排上的,adj.,organize (adj.),OK,,
origin,起源；由來,n.,origin (n.),OK,,
original,原來；本來的；最初,adj.,original (adj.),OK,,
originality,創造力；獨創性,n.,originality (n.),OK,,
originally,本來的；最初的,adj.,originally (adj.),OK,,
originate,發源；來自,v.,originate (v.),OK,,
others,其他的,adj.,others (adj.),OK,,
out of date,過時了,phr.,out of date (phr.),OK,,
out-of-date,不流行的,phr.,out-of-date (phr.),OK,,
outbound a,向外去的；駛向外國的,phr.,outbound a (phr.),OK,,
outcome,結果,n.,outcome (n.),OK,,
outdo,勝過；超越,n.,outdo (n.),OK,,
outdoor,戶外的，露天的,adj.,outdoor (adj.),OK,,
outer,外面的；外表的,adj.,outer (adj.),OK,,
outgoing,友好的;外向的,adj.,outgoing (adj.),OK,,
outgun,火力壓過；武器多於,n.,outgun (n.),OK,,
outlaw,歹徒；罪犯法律上失效,n.,outlaw (n.),OK,,
outlet,銷路；商店,n.,outlet (n.),OK,,
outline,外形；輪廓,n.,outline (n.),OK,,
outlook,觀點；看法,n.,outlook (n.),OK,,
outmaneuver,以計謀,n.,outmaneuver (n.),OK,,
output,出產；生產,n.,output (n.),OK,,
outrage,惡行；暴行,n.,outrage (n.),OK,,
outrageous,可憎的；,adj.,outrageous (adj.),OK,,
outrun,超過；超出,n.,outrun (n.),OK,,
outskirt,市郊；郊區,n.,outskirt (n.),OK,,
outsmart,用計謀打敗,n.,outsmart (n.),OK,,
outstanding,顯著的；傑出的,adj.,outstanding (adj.),OK,,
outward,向外的；往外去的的,adj.,outward (adj.),OK,,
outweigh,比……重；,n.,outweigh (n.),OK,,
overall,總的，全部的工作褲；總體上,n.,overall (n.),OK,,
overcome,戰勝；克服,n.,overcome (n.),OK,,
overhead,在頭頂上的；在上頭的在上頭；高高地,adj.,overhead (adj.),OK,,
overlap,部分重疊勝過,n.,overlap (n.),OK,,
overlook,忽略；看漏；忽略,n.,overlook (n.),OK,,
overnight,過夜,n.,overnight (n.),OK,,
overseas,在海外；在,n.,overseas (n.),OK,,
oversee,監視；監督,n.,oversee (n.),OK,,
overtake,超車,n.,overtake (n.),OK,,
overtime,加班超過,n.,overtime (n.),OK,,
overview,概觀；概要,n.,overview (n.),OK,,
overwhelm,戰勝；征傷害；違反,n.,overwhelm (n.),OK,,
ow,欠；歸功於,n.,ow (n.),OK,,
owe,欠債,n.,owe (n.),OK,,
own,傑出的；未解決的；自己的；自己的有；擁,adj.,own (adj.),OK,,
owner,物主；所有人P,n.,owner (n.),Possible error,物主；所有人,English letters present in Chinese meaning
o’clock,整點,n.,o’clock (n.),OK,,
pack,打包,n.,pack (n.),OK,,
package,包裹；包,n.,package (n.),OK,,
pain,疼痛,n.,pain (n.),OK,,
paint,油漆；作畫,n.,paint (n.),OK,,
pair,一對,n.,pair (n.),OK,,
panel,控制板；陪審員名單,n.,panel (n.),OK,,
paragraph,（文章的）段；節,n.,paragraph (n.),OK,,
parents,雙親,n.,parents (n.),OK,,
parking lot,露天停車場,phr.,parking lot (phr.),OK,,
part,部分；部分；本分分開；使分離部分部分地,adv.,part (adv.),OK,,
part-time,兼職的,phr.,part-time (phr.),OK,,
partial,部分的；局部,adj.,partial (adj.),OK,,
participant,參與者,n.,participant (n.),OK,,
participate,參加；參與；參與,v.,participate (v.),OK,,
participation,參與,n.,participation (n.),OK,,
particular,特別；特有的，獨,n.,particular (n.),OK,,
particularly,特別；尤其,adv.,particularly (adv.),OK,,
partner,夥伴；同伴；配偶；夥伴,n.,partner (n.),OK,,
partnership,合作關係；合夥關係,n.,partnership (n.),OK,,
party,聚會；派對；黨,n.,party (n.),OK,,
pass,穿過；通過通行證；護照；入場證,n.,pass (n.),OK,,
pass away,去世,phr.,pass away (phr.),OK,,
passage,通行；走廊,n.,passage (n.),OK,,
passenger,乘客,n.,passenger (n.),OK,,
passion,熱情,n.,passion (n.),OK,,
passport,護照,n.,passport (n.),OK,,
pastime,消遣；娛樂,n.,pastime (n.),OK,,
patch,補釘；補片補綴；修補,n.,patch (n.),OK,,
path,小徑,n.,path (n.),OK,,
patience,忍耐；耐心的率,n.,patience (n.),OK,,
patient,患者；有耐心的,adj.,patient (adj.),OK,,
pattern,模式；圖樣；花樣；圖案,n.,pattern (n.),OK,,
pay,付款；繳納,v.,pay (v.),OK,,
payable,應支付的；到期的,adj.,payable (adj.),OK,,
payment,應付帳款；已付金額；支付；付款,n.,payment (n.),OK,,
payroll,薪金總額；發薪名單特的,adj.,payroll (adj.),OK,,
peace,和平；平靜,n.,peace (n.),OK,,
peaceful,和平的；安詳的,adj.,peaceful (adj.),OK,,
peculiar,奇怪的；乖癖,adj.,peculiar (adj.),OK,,
peer,同齡者；同儕,n.,peer (n.),OK,,
penalize,處罰；處刑,v.,penalize (v.),OK,,
penalty,處罰；刑罰,n.,penalty (n.),OK,,
pepper,胡椒粉,n.,pepper (n.),OK,,
perceive,察覺；感知,adj.,perceive (adj.),OK,,
percent,百分比；百分比；百分派,n.,percent (n.),OK,,
percentage,百分比；百分率；百分比,n.,percentage (n.),OK,,
perception,感知；感受,n.,perception (n.),OK,,
perfect,完美的；天衣無縫的；完美的；理想的,adj.,perfect (adj.),OK,,
perform,表演；實施,n.,perform (n.),OK,,
performance,性能；表演；,n.,performance (n.),OK,,
performer,表演者,n.,performer (n.),OK,,
perhaps,也許；大概,n.,perhaps (n.),OK,,
period,時期；期間；；期間,n.,period (n.),OK,,
periodical,週期的；定疊期的,adj.,periodical (adj.),OK,,
permanent,永恆的；,adj.,permanent (adj.),OK,,
permit,允許；許可；許可,n.,permit (n.),OK,,
persistence,持續的；持久的,adj.,persistence (adj.),OK,,
persistent,持續的；持,adj.,persistent (adj.),OK,,
personal,私人的；親自的,adj.,personal (adj.),OK,,
personality,個性,n.,personality (n.),OK,,
personnel,人員；員工,n.,personnel (n.),OK,,
perspective,透視的看法；觀點,adj.,perspective (adj.),OK,,
persuade,說服；勸服,n.,persuade (n.),OK,,
persuasion,說服；勸者,n.,persuasion (n.),OK,,
pertain,從屬；附屬,n.,pertain (n.),OK,,
pertinent,恰當的；貼切的,adj.,pertinent (adj.),OK,,
pest,害蟲,n.,pest (n.),OK,,
petal,花瓣,adj.,petal (adj.),OK,,
petrol,汽油,n.,petrol (n.),OK,,
pharmacy,藥房,n.,pharmacy (n.),OK,,
philosophy,哲學,n.,philosophy (n.),OK,,
photo,照片使完美；做完,n.,photo (n.),OK,,
photograph,攝影照,n.,photograph (n.),OK,,
photographer,攝影師,n.,photographer (n.),OK,,
photography,攝影技術,n.,photography (n.),OK,,
physically,物理,adv.,physically (adv.),OK,,
pick,挑選,n.,pick (n.),OK,,
picture,圖像；畫面,n.,picture (n.),OK,,
piece,碎片；切片,n.,piece (n.),OK,,
pile,堆；一堆堆積；生理期,n.,pile (n.),OK,,
pillow,枕頭,n.,pillow (n.),OK,,
pin,大頭針；別針別,n.,pin (n.),OK,,
pioneer,先鋒；拓荒者；開拓,n.,pioneer (n.),OK,,
pipeline,渠道；路線,n.,pipeline (n.),OK,,
pit,礦井,n.,pit (n.),OK,,
pitch,投；擲；定在音高；程度,n.,pitch (n.),OK,,
place,地點；地區；身分放置；安置,n.,place (n.),OK,,
placement,布置,n.,placement (n.),OK,,
placid,平靜的；寧靜的,adj.,placid (adj.),OK,,
plain,簡樸的；坦白的平原；曠野服；顯而易見的,adj.,plain (adj.),OK,,
plan,計劃；方案；計畫；方案計畫；打算,n.,plan (n.),OK,,
plane,飛機,n.,plane (n.),OK,,
planet,行星,n.,planet (n.),OK,,
plant,植物,n.,plant (n.),OK,,
plastic,塑膠,adj.,plastic (adj.),OK,,
player,選手；玩家,n.,player (n.),OK,,
please,請；討人喜歡；2226.,n.,please (n.),OK,,
pleased,喜歡的；滿意；快樂的；滿足的,adj.,pleased (adj.),OK,,
pleasure,愉悅；滿足；樂趣,n.,pleasure (n.),OK,,
plentiful,豐富,adj.,plentiful (adj.),OK,,
plenty,豐富,n.,plenty (n.),OK,,
plug,塞子，栓；塞；插頭,n.,plug (n.),OK,,
plum,梅子,n.,plum (n.),OK,,
plumber,水管工；水管工人,n.,plumber (n.),OK,,
pocket,口袋；財力袖珍的；小型的,adj.,pocket (adj.),OK,,
point,觀點；關鍵,n.,point (n.),OK,,
poke fun at／of,嘲笑,phr.,poke fun at／of (phr.),OK,,
policy,政策；方針；政策；方針有物；財產位,n.,policy (n.),OK,,
polite,有禮貌的；客氣票,adj.,polite (adj.),OK,,
political,政治,adj.,political (adj.),OK,,
poll,投票；選舉投,n.,poll (n.),OK,,
pollute,汙染,n.,pollute (n.),OK,,
pollution,汙染,n.,pollution (n.),OK,,
ponder,仔細考慮；衡量可能的,adj.,ponder (adj.),OK,,
pop music,流行音樂,phr.,pop music (phr.),OK,,
popcorn,爆米花,n.,popcorn (n.),OK,,
popular,受歡迎的,adj.,popular (adj.),OK,,
popularity,聲望,n.,popularity (n.),OK,,
population,人口,n.,population (n.),OK,,
portable,手提式的；,adj.,portable (adj.),OK,,
portfolio,文件夾；個人,n.,portfolio (n.),OK,,
pose,姿勢擺姿勢；,n.,pose (n.),OK,,
position,位置；姿態討好；姿態；職位,n.,position (n.),OK,,
