English,Chinese Meanings,pos,word_with_pos,check_status,suggested_zh,notes,ecdict_zh,ecdict_pos
jewel,鑽石,n.,jewel (n.),OK,,,"n. 珠宝, 贵重物, 镶珠宝的饰物\nvt. 饰以珠宝, 镶以宝石",
jewelry,首飾,n.,jewelry (n.),OK,,,"n. 珠宝, 珠宝类",
job,工作；工作；職業,n.,job (n.),OK,,,"n. 工作, 零活, 职业, 事情\nvi. 做零工, 打杂, 做股票经纪, 假公济私\nvt. 代客买卖, 批发, 承包, 欺骗\n[计] 作业",
jobless,失業的,adj.,jobless (adj.),OK,,,"a. 失职的, 无职业的\n[经] 失业的",
jog,慢跑；慢跑；緩行慢,n.,jog (n.),OK,,,"n. 轻推, 轻撞, 慢跑\nv. 轻推, (使)蹒跚行进, (使)慢跑",
join,參加；參與；參加,n.,join (n.),OK,,,"vi. 参加, 结合, 加入\nvt. 连接, 结合, 参加, 加入\nn. 连接, 结合, 接合点\n[计] 连接; 汇合指令",
joint,關節；接合點,n.,joint (n.),OK,,,"n. 连接处, 接合, 关节\na. 共同的, 联合的, 连接的, 合办的\nvt. 连接, 接合, 使有接头\nvi. 贴合, 长节",
joke,笑話；玩笑,n.,joke (n.),OK,,,"n. 笑话, 玩笑, 笑柄\nv. 开玩笑, 取笑, 作弄",
journal,日報；雜誌；日誌,adj.,journal (adj.),OK,,,"n. 日记, 杂志, 日报\n[化] 轴颈",
journalist,新聞工作者,n.,journalist (n.),OK,,,"n. 新闻记者, 从事新闻杂志业的人",
journey,旅程；旅行,n.,journey (n.),OK,,,"n. 旅程, 旅行, 行程\nvi. 旅行\nvt. 游历",
judge,審判；判決法官；評判,n.,judge (n.),OK,,,"n. 法官, 裁判员, 审判官, 鉴定人\nvt. 审理, 鉴定, 判断, 判决, 裁定\nvi. 下判断, 作评价",
judgmental,判定的,adj.,judgmental (adj.),OK,,,a. 审判的,
juice,果汁,n.,juice (n.),OK,,,"n. 汁, 活力, 体液\nvt. 挤出汁来, 加汁",
junction,連接；接合；交叉點家族；親戚,n.,junction (n.),OK,,,"n. 连接, 会合处, 交叉点\n[医] 接[合]处, 接点.[接]界",
junk,破爛,n.,junk (n.),OK,,,"n. 垃圾, 乌七八糟的东西, 舢板\n[计] 清除",
just,剛好；僅僅；方才,n.,just (n.),OK,,,"a. 正直的, 合理的, 正确的, 应得的\nadv. 刚刚, 正好, 仅仅",
justice,正義；公平,n.,justice (n.),OK,,,"n. 正义, 公平, 公正, 正确, 司法, 审判",
justify,證明無罪；開釋題；爭論,v.,justify (v.),OK,,,"vt. 替...辩护, 证明\nvi. 证明合法\n[计] 段落重排, 两端对齐",
keen,熱心的；敏銳的,adj.,keen (adj.),OK,,,"a. 锋利的, 敏锐的, 强烈的, 敏捷的, 热心的, 渴望的\nn. 挽歌, 痛哭\nv. 唱挽歌, 痛哭",
keenly,敏銳地；銳利地旅行的；旅程的J,adj.,keenly (adj.),Possible error,敏銳地；銳利地旅行的；旅程的,English letters present in Chinese meaning,"adv. 锐利地, 敏捷地, 激烈地",
keep,持有；保有,v.,keep (v.),OK,,,"n. 生计, 维持, 保持\nvt. 保持, 保存, 遵守, 看守, 整理, 维持, 履行, 经营, 拘留, 记帐\nvi. 保持, 继续不断",
keep up,持續；跟上,phr.,keep up (phr.),OK,,,"不低落, 维持, 继续\n[经] 坚持, 保持, 继续",
keeper,飼養者；保管人,n.,keeper (n.),OK,,,"n. 监护人, 管理人, 看守人\n[机] 保管人, 看守人, 保持片",
key,鑰匙；關鍵,n.,key (n.),OK,,,"n. 钥匙, 键, 解答, 关键, 要害, 基调, 线索, 答案, 暗礁\nvt. 调音, 锁上, 提供线索\nvi. 使用钥匙\n[计] 键, 密钥",
keyboard,鍵盤,n.,keyboard (n.),OK,,,n. 键盘\n[计] 键盘,
kick,踢；剔除,n.,kick (n.),OK,,,"n. 踢, 反冲, 后座力, 凹底\nvi. 踢, 反抗, 反冲\nvt. 踢, 反冲",
kick off,開球,phr.,kick off (phr.),OK,,,"踢脱, 中线开球",
kickoff,開球；開始,n.,kickoff (n.),OK,,,"n. 开球, 开始, 肇始",
kid,小孩；兒童,n.,kid (n.),OK,,,"n. 小山羊, 小山羊肉, 小孩, 欺骗\na. 小山羊皮制的\nv. 哄骗, 嘲弄",
kidna,綁架,n.,kidna (n.),OK,,,,
kidnapper,綁票者,n.,kidnapper (n.),OK,,,"n. 拐子, 绑架者\n[法] 诱拐者, 拐骗犯, 绑架者",
kidney,腎臟,n.,kidney (n.),OK,,,"n. 肾, 个性\n[医] 肾",
kilogram,公斤,n.,kilogram (n.),OK,,,"n. 千克, 公斤\n[医] 千克, 公斤",
kilometer,公里,n.,kilometer (n.),OK,,,"n. 千米, 公里\n[医] 千米, 公里",
kin,同類的；類似的跑；輕搖,adj.,kin (adj.),OK,,,"n. 亲戚, 同族, 血缘关系, 家族\na. 有亲属关系的, 性质类似的, 同类的",
kind,親切的；和藹的種類,adj.,kind (adj.),OK,,,"n. 种类, 性质, 方式\na. 亲切的, 仁慈的, 和蔼的",
kindly,親切的；和藹的,adj.,kindly (adj.),OK,,,"a. 和蔼的, 温和的, 爽快的\nadv. 温和地, 亲切地",
kindness,親切；寬大,n.,kindness (n.),OK,,,"n. 仁慈, 亲切, 和蔼",
kit,成套工具,n.,kit (n.),OK,,,"n. 装备, 工具箱, 成套工具\n[计] 成套部件; 成套零件",
knob,把手,n.,knob (n.),OK,,,"n. 把手, 瘤, 旋钮, 球形突出物\nvt. 使有球形突出物\nvi. 鼓起",
know,知道；了解,v.,know (v.),OK,,,"v. 知道, 了解, 认识, 确信",
knowingly,熟悉地,adv.,knowingly (adv.),OK,,,"adv. 会意地, 心照不宣地, 故意地, 有意地, 老练地\n[法] 心照不宣地, 故意地, 有意地",
knowledge,明白；知識,n.,knowledge (n.),OK,,,"n. 知识, 学问, 认识, 知道",
knowledgeable,博學,adj.,knowledgeable (adj.),OK,,,"a. 聪明的, 有知识的",
lab,實驗室,n.,lab (n.),OK,,,"n. 实验室, 研究室\n[医] 凝乳酶",
label,貼紙；標籤貼標籤於,n.,label (n.),OK,,,"n. 标签, 称号, 商标, 标志\nvt. 贴标签于, 标注\n[计] 标志; 标注; DOS外部命令:用于建立改变或删除磁盘卷标号",
labor,勞動；勞工；勞動勞,n.,labor (n.),OK,,,"n. 劳动, 努力, 工作, 劳工, 分娩\nvi. 劳动, 努力, 苦干\nvt. 详细分析, 使厌烦",
laboratory,實驗室,n.,laboratory (n.),OK,,,"n. 实验室, 研究室, 化工厂\n[医] 实验室, 检验室, 化验室",
lack,缺乏；缺少；缺乏欠,n.,lack (n.),OK,,,"n. 缺乏, 无, 不足\nvt. 缺乏, 短少, 不足, 需要\nvi. 缺乏",
lacking,缺乏的,adj.,lacking (adj.),OK,,,"a. 缺乏的, 不足的",
lag,落後；延遲落後；,n.,lag (n.),OK,,,"n. 落后, 囚犯, 迟延, 桶板, 防护套\na. 最后的\nvi. 落后, 蹒跚, 缓缓而行, 滞后\nvt. 落后于, 押往监狱, 加上外套\n[计] 延迟; 落后",
laid-back,懶散的；閒,phr.,laid-back (phr.),OK,,,a. 懒散的; 悠闲的,
lake,湖泊,n.,lake (n.),OK,,,"n. 湖, 池, 色淀\nv. (使)血球溶解",
lamentl,哀悼；悲痛；哀悼，悲痛,n.,lamentl (n.),OK,,,,
lamp,燈；油燈照；,n.,lamp (n.),OK,,,n. 灯\nvt. 照亮\n[计] 逻辑模拟分析系统,
land,陸地；田地；地產登陸；降落地主,adv.,land (adv.),OK,,,"n. 陆地, 地面, 地界, 地产, 国土, 土地\nvi. 登陆, 登岸, 到达\nvt. 使上岸, 使登陆, 使到达\n[计] 连接盘; 焊盘",
landing,降落，著落,v.,landing (v.),OK,,,"n. 登陆, 码头, 降落\n[经] 上岸, 登陆, 降落",
landlady,女房東；女,n.,landlady (n.),OK,,,"n. 女房东, 女地主",
landlord,地主；房東,n.,landlord (n.),OK,,,"n. 房东, 地主\n[经] 业主, 地主, 房东",
landmark,地標；里程碑,n.,landmark (n.),OK,,,"n. 陆标, 划时代的事, 地界标\n[医] 界标",
landscape,景觀；風景；景色,n.,landscape (n.),OK,,,"n. 风景, 山水, 风景画\nvi. 从事景观美化\nvt. 美化...景观\n[计] 横向",
landscaper,庭園設計家,n.,landscaper (n.),OK,,,n. 庭园设计家,
language,語言,n.,language (n.),OK,,,"n. 语言, 文字, 措辞\n[计] 语言",
languish,變得無生氣；衰弱,adj.,languish (adj.),OK,,,"vi. 憔悴, 凋萎, 苦思",
lapse,時間流逝；跌落流逝；背離,n.,lapse (n.),OK,,,"n. 过失, 流逝, 失效\nvi. 犯错, 堕落, 减退, 消失, 流逝\nvt. 使失效",
laptop,手提電腦,n.,laptop (n.),OK,,,[计] 膝上型的,
large,大的；巨大的缺；不足；大量的；巨大的,adj.,large (adj.),OK,,,"a. 大的, 大量的, 宽大的, 广博的\nadv. 大大地, 夸大地",
large-scale,大規模的,phr.,large-scale (phr.),OK,,,"a. 大规模的, 大范围的, 大比例尺的",
largescale,大規模,n.,largescale (n.),OK,,,a. 大规模的,
lash,鞭打；抽打鞭,n.,lash (n.),OK,,,"n. 鞭子, 鞭打, 睫毛, 责骂, 讽刺\nvt. 鞭打, 摆动, 扎捆, 冲击, 讽刺, 煽动\nvi. 冲洗, 鞭打, 责骂",
last,持續；維持,n.,last (n.),OK,,,"a. 最后的, 末尾的, 最近的\nvi. 持续, 支持, 维持\nvt. 使维持, 够...用\nadv. 最后, 后来\nn. 最后, 末尾, 鞋楦头",
last-minute,最後的散的,phr.,last-minute (phr.),OK,,,"a. 最后的, 紧急关头的",
late,遲的；已故的；晚,adj.,late (adj.),OK,,,"a. 迟的, 晚的, 已故的\nadv. 很晚, 很迟, 晚",
lately,近來；最近,adv.,lately (adv.),OK,,,"adv. 近来, 最近",
later,較晚的；更晚的,adj.,later (adj.),OK,,,"adv. 以后, 随后",
latter,後者；後者的；後面的,adj.,latter (adj.),OK,,,"a. 后者的, 较后的, 近来的",
laugh,笑聲,n.,laugh (n.),OK,,,"n. 笑, 笑声\nvi. 笑, 大笑\nvt. 以笑表示",
launch,發射；發動；發起；出版,n.,launch (n.),OK,,,"n. 下水, 汽艇, 发射\nvt. 使下水, 发射, 发动\nvi. 起飞, 下水, 投入, 开始",
laundry,洗衣店；送洗,n.,laundry (n.),OK,,,"n. 洗衣店, 洗好的衣服, 洗涤\n[机] 洗衣作, 洗衣店, 洗衣房",
lavatory,盥洗室；洗手間租,n.,lavatory (n.),OK,,,"n. 洗脸盆, 厕所",
law,法律；法律；規則,n.,law (n.),OK,,,"n. 法律, 法则, 定律, 法律的制约, 法学, 司法界, 诉讼\nv. 起诉",
lawful,合法的；法定的,adj.,lawful (adj.),OK,,,"a. 法律许可的, 守法的, 合法的\n[经] 合法的, 法定的",
lawn,草坪,n.,lawn (n.),OK,,,"n. 草地, 草坪, 上等细麻布\n[机] 细筛",
lawsuit,訴訟,n.,lawsuit (n.),OK,,,"n. 诉讼\n[法] 诉讼, 诉讼案件",
lawyer,律師,n.,lawyer (n.),OK,,,n. 律师\n[经] 律师,
lay,放；擱；下蛋,n.,lay (n.),OK,,,"vt. 放置, 产, 铺设, 布置, 提出, 平息\nvi. 下蛋, 打赌\nn. 位置, 层, 隐藏处\na. 世俗的, 外行的\nlie的过去式",
layer,層；階層,n.,layer (n.),OK,,,"n. 层, 产卵鸡, 放置者\nvt. 分层堆积, 压植\n[计] 层",
layoff,解雇,n.,layoff (n.),OK,,,"n. 临时解雇, 操作停止, 活动停止期间",
layout,佈置；編排；安排；設計陳列,n.,layout (n.),OK,,,"n. 布局, 陈列, 规划图, 页面布局, 版面编排\n[计] 页面布局, 版面",
lazy,懶惰的,adj.,lazy (adj.),OK,,,"a. 懒惰的, 怠惰的, 缓慢的\nvi. 懒散",
le,文件夾歸檔提出,n.,le (n.),OK,,,[计] 小于或等于,
lead,領導；帶領；領導；領先,v.,lead (v.),OK,,,"n. 铅, 铅条, 领导, 超前量, 领引, 榜样, 主角, 导线\nvt. 引导, 带领, 领导, 指挥, 致使, 加铅于, 用铅包\nvi. 领导, 带头, 导致, 用测深锤测深, 被铅覆盖\na. 带头的, 最重要的",
leader,領導,n.,leader (n.),OK,,,"n. 领导者, 社论, 指挥, 领袖, 领唱者, 前导字符\n[计] 前导字符",
leading,領路的；帶領,adj.,leading (adj.),OK,,,"n. 领导, 指挥, 神示, 铅板\na. 领导的, 主要的, 在前的",
league,同盟；聯盟同盟；聯盟,n.,league (n.),OK,,,"n. 同盟, 联盟, 盟约\nv. 组联盟, (使)加盟",
leak,漏洞；裂縫洩漏後來；以後,n.,leak (n.),OK,,,"n. 漏洞, 漏处, 漏出, 泄漏\nvi. 漏, 泄漏\nvt. 使渗漏",
leakage,漏；洩漏,n.,leakage (n.),OK,,,"n. 漏, 漏出物, 泄漏\n[化] 漏电; 漏水; 漏气; 渗漏; 漏失量; 漏出量",
lean,傾身；屈身,n.,lean (n.),OK,,,"n. 瘦肉, 倾斜, 倾斜度\na. 瘦的, 贫乏的, 歉收的\nvi. 倚靠, 倾斜, 依赖\nvt. 使倾斜",
leap,跳過；越過跳；,n.,leap (n.),OK,,,"n. 跳跃, 剧增, 急变, 被越过之物\nvi. 跳跃, 突然经过\nvt. 跃过, 使跃过",
learn,學習；學會；學習；得知,n.,learn (n.),OK,,,vt. 学习；认识到；得知,
lease,租約；租契出發射；發行,n.,lease (n.),OK,,,"n. 租约, 租期, 租\nvt. 出租, 租出, 租得",
least,最小的；最少的,adj.,least (adj.),OK,,,"n. 最少, 最小, 最小限度\na. 最少的, 最小的\nadv. 最小, 最少",
leathe,皮革皮的；,adj.,leathe (adj.),OK,,,,
leave,離開；脫離,v.,leave (v.),OK,,,"n. 许可, 告别, 请假, 休假\nvt. 离开, 剩下, 遗忘, 委托, 丢弃\nvi. 出发, 离开, 生叶",
lecture,授課；演講,n.,lecture (n.),OK,,,"n. 演讲, 谴责, 讲稿\nvt. 演讲, 训诫, 说教\nvi. 讲演",
leg,腿部,n.,leg (n.),OK,,,"n. 腿, 假腿, 路程\nvi. 走, 跑",
legal,合法的；正當的；法律,adj.,legal (adj.),OK,,,"a. 法律的, 法定的, 合法的\n[经] 法定权利; 法律(上)的, 合法的",
legalize,使合法化,v.,legalize (v.),OK,,,"vt. 法律上认为正当, 使合法化\n[法] 使合法化, 法律上认可, 使符法律",
legend,傳說,n.,legend (n.),OK,,,"n. 传说, 传奇文学, 图例\n[计] 图例",
legitimate,合法的；正,adj.,legitimate (adj.),OK,,,"a. 合法的, 正当的, 婚生的\nvt. 认为正当, 立为嫡嗣, 使合法",
leisure,空閒；閒暇；空暇時間空閒的,adj.,leisure (adj.),OK,,,"n. 空闲, 闲暇, 悠闲\na. 空闲的, 有闲的",
lend,借；提供的,adj.,lend (adj.),OK,,,"vt. 借, 贷款给, 增添, 提供, 出租\nvi. 贷款",
length,長度,n.,length (n.),OK,,,"n. 长度, 长, 期间, 一段\n[计] 记录长度; 块长; 字长",
less,較少地,adv.,less (adv.),OK,,,"n. 较少, 较小\na. 少的, 小的\nadv. 较少, 较小, 较差\n[计] 最低成本估算与调度法",
lesson,課程；學習leﬂ,n.,lesson (n.),Possible error,課程；學習ﬂ,English letters present in Chinese meaning,"n. 课, 课业, 教训",
let,允許;讓,v.,let (v.),OK,,,"vt. 让, 假设, 出租, 排放, 妨碍\nvi. 出租, 被承包\nn. 出租屋, 障碍",
let sb. in on sth.,告訴～有關～,phr.,let sb. in on sth. (phr.),OK,,,,
letter,信；書信品,n.,letter (n.),OK,,,"n. 信, 字母, 证书, 字面意义, 铅字, 学问, 出租人\nvt. 写字母于, 在...上刻字母, 用字母标明\nvi. 写印刷体字\n[计] 字母",
letterhead,印在信紙的,adj.,letterhead (adj.),OK,,,"n. 信笺上方的印刷文字, 印有抬头的信笺",
level,水平面；程度,n.,level (n.),OK,,,"n. 水平, 水准, 平地\na. 同高的, 平坦的, 齐平的, 水平的\nvt. 弄平, 夷平, 使同等, 瞄准, 对准\nvi. 变平, 拉平\n[计] 级别",
leverage,手段；力量；影響力,n.,leverage (n.),OK,,,"n. 杠杆作用, 杠杆装置, 杠杆效率\n[医] 杠杆率",
liability,傾向責任,n.,liability (n.),OK,,,"n. 责任, 债务, 倾向\n[经] 责任, 义务, 负债",
liable,易……的；可能的,adj.,liable (adj.),OK,,,"a. 有义务的, 应负责的, 有...倾向的\n[法] 有责任的, 可受处理的, 应受罚的",
liberal,開明的；不守舊的,adj.,liberal (adj.),OK,,,"n. 自由主义者\na. 慷慨的, 不拘泥的, 宽大的, 自由主义的",
library,圖書館,n.,library (n.),OK,,,"n. 图书馆, 藏书, 库\n[计] 库",
license,證照；許可,n.,license (n.),OK,,,"n. 执照, 许可证, 特许\nvt. 许可, 特许",
life,生活,n.,life (n.),OK,,,"n. 生活, 生命, 人生, 世事, 生物, 寿命, 一生, 生命力, 灵魂, 无期徒刑\n[医] 生活, 生存, 生命, 寿命",
lifestyle,生活方式,n.,lifestyle (n.),OK,,,n. 生活方式,
lift,舉起,n.,lift (n.),OK,,,"n. 举起, 帮助, 昂扬, 电梯\nvt. 升高, 提高, 鼓舞, 清偿, 空运, 举起, 剽窃\nvi. 升起, 消散, 耸立",
light,光線,n.,light (n.),OK,,,"n. 光, 光亮, 灯, 日光, 发光体, 光源, 杰出人物, 火花, 眼光\na. 轻的, 少量的, 轻微的, 轻快的, 轻浮的, 明亮的, 淡色的, 容易的\nvt. 点燃, 照亮\nvi. 点着, 变亮, 突降, 偶然碰到\nadv. 轻地",
lighting,照明,v.,lighting (v.),OK,,,"n. 照明, 照明设备, 舞台灯光",
likelihood,可能；可能,n.,likelihood (n.),OK,,,"n. 可能, 可能性",
likely,適當的；可能的,adj.,likely (adj.),OK,,,"a. 有可能的, 合适的, 前途有望的\nadv. 或许, 可能",
limit,界線；界限限,n.,limit (n.),OK,,,"n. 界限, 边界, 限度, 极限, 限制\nvt. 限制, 限定",
limitation,限度,n.,limitation (n.),OK,,,"n. 限制, 缺陷, 限额\n[医] 限界, 限制, 限度",
limited,有限；有限的；有限的；不多,adj.,limited (adj.),OK,,,"a. 有限制的, 有限的, 有限责任的\nn. 特别快车",
link,連結；連結；聯繫連,n.,link (n.),OK,,,"n. 环, 连结物, 链接, 火把\nvt. 连结, 联合, 挽住\nvi. 连接起来\n[计] 连接, 链路",
liquor,酒類,n.,liquor (n.),OK,,,"n. 酒, 液体, 汁, 溶液\nvt. 浸水\nvi. 喝酒",
list,清單；表；名冊利可圖的,adj.,list (adj.),OK,,,"n. 目录, 名单, 明细表, 布条, 条纹, 列表, 序列, 数据清单\nvt. 列出, 列于表上, 记入名单内, 装布条\nvi. 列于表上\n[计] 列表, 序列, 数据清单",
literary,文章,n.,literary (n.),OK,,,"a. 文学的, 文艺的, 精通文学的\n[法] 文学的, 从事文学的, 从事写作的",
litter,廢棄物；雜亂的,adj.,litter (adj.),OK,,,"n. 垃圾, 杂乱, 轿, 担架\nvt. 乱丢, 铺草, 弄乱\nvi. 产仔, 乱丢垃圾",
lively,活潑的；熱鬧,adj.,lively (adj.),OK,,,"a. 活泼的, 鲜明的, 生动的",
living room,客廳,phr.,living room (phr.),OK,,,"客厅, 起居室",
ll,執行；履行；裝滿；填滿,n.,ll (n.),OK,,,[计] 低电瓶逻辑,
llment,履行；實現,n.,llment (n.),OK,,,,
lm,膠捲影片；影片,n.,lm (n.),OK,,,n. 地上移动式无线电设备（Land Mobile）；登月舱（Lagrange multiplier）；光学显微镜,
load,負擔；重任裝；裝載,n.,load (n.),OK,,,"n. 负荷, 担子, 重担, 装载量, 负载, 工作量, 加载\nvt. 装载, 装填, 使担负\nvi. 装货, 上客, 装料\n[计] 加载, 装入程序",
loan,貸款借出；貸與,n.,loan (n.),OK,,,"n. 贷款, 借出\nv. 借, 供应货款, 借给",
local,當地的；本地的,adj.,local (adj.),OK,,,"a. 地方性的, 当地的, 局部的, 乡土的, 本地的\nn. 当地居民, 本地新闻, 局部\n[计] 本地的; 局部",
locate,設置在；座落於,v.,locate (v.),OK,,,"vt. 找出, 设于, 位于\nvi. 定居",
located,坐落的；位於本地人,adj.,located (adj.),OK,,,"a. 处于, 位于；坐落的",
location,位置；地點；位置；地點；定位,n.,location (n.),OK,,,"n. 位置, 场所, 特定区域\n[计] 位置",
lock,鎖住,n.,lock (n.),OK,,,"n. 锁, 刹车, 水闸, 一缕头发\nvt. 锁, 锁上, 拘禁, 隐藏, (用锁等)拴住, 刹住\nvi. 锁住, (齿轮等)啮合, (船)过闸",
locksmith,鎖匠,n.,locksmith (n.),OK,,,n. 锁匠,
logistics,物流；運籌,n.,logistics (n.),OK,,,"n. 后勤学, 后勤\n[医] 后勤学",
logo,標識；標識性,n.,logo (n.),OK,,,"n. 连合活字, 商标, 徽标\n[计] 徽标",
look,看見,n.,look (n.),OK,,,"n. 一看, 神色, 样子, 面容\nvi. 看, 注意, 朝着, 显得\nvt. 打量, 看上去与...一样, 以眼色(或脸色)显示, 期待",
look forward to,期待,phr.,look forward to (phr.),OK,,,"期望, 盼望; 瞩望; 属望; 企",
